# Image list with two lines of data per image:
#   IMAGE_ID, QW, QX, QY, QZ, TX, TY, TZ, CAMERA_ID, NAME
#   POINTS2D[] as (X, Y, POINT3D_ID)
204 -0.234318576 -0.208684763 -0.632838169 0.707856855 0.743186739 5.305665939 12.386316417 204 The_Tree-149.jpg

205 0.332849951 0.292655417 -0.595497234 0.670034896 0.714502978 6.391780945 13.659127001 205 The_Tree-15.jpg

206 -0.302482160 -0.271061279 -0.607514340 0.682610176 0.112945118 5.470477091 12.758489768 206 The_Tree-150.jpg

207 0.001047950 0.015457282 0.892158121 -0.451457486 -0.110440662 10.669999692 23.222147632 207 The_Tree-151.jpg

208 -0.332737138 -0.294048420 -0.591599470 0.672927627 -0.297449740 5.642356751 12.800699145 208 The_Tree-152.jpg

209 -0.366776644 -0.323952017 -0.575641239 0.655108501 0.013808037 5.696443911 12.893484140 209 The_Tree-153.jpg

210 -0.404955140 -0.358146586 -0.555162967 0.632088947 -0.260906254 5.704284050 12.864431356 210 The_Tree-154.jpg

211 -0.344965461 -0.305679923 -0.585857031 0.666580944 0.084491315 5.609417758 12.819218262 211 The_Tree-155.jpg

212 -0.495890265 -0.435638903 -0.496272772 0.563936988 0.388153109 5.785355803 12.923002300 212 The_Tree-156.jpg

213 0.369728729 0.906996229 -0.189462126 0.069011670 0.035648162 8.928152040 22.651644893 213 The_Tree-157.jpg

214 0.368652417 0.904051676 -0.202977041 0.074741438 0.806806698 8.809270376 22.725499697 214 The_Tree-158.jpg

215 0.358891365 0.878146702 -0.295950425 0.111663350 0.784203006 8.935962491 22.817767293 215 The_Tree-159.jpg

216 0.753215421 0.649496505 -0.070118715 0.076838691 -0.403058391 6.313817469 12.910745289 216 The_Tree-16.jpg

217 0.403532092 0.816972616 0.366977708 -0.187202984 -0.091828863 10.550239463 19.742851434 217 The_Tree-160.jpg

218 0.417839799 0.845172173 0.296441722 -0.152368650 -0.584658799 10.591251781 19.780281980 218 The_Tree-161.jpg

219 0.427759532 0.862349790 0.240670486 -0.124307437 -0.268285888 10.499485694 19.893296762 219 The_Tree-162.jpg

220 0.373620675 0.924356112 0.068809518 -0.035194030 0.161306838 8.899165233 22.418111833 220 The_Tree-163.jpg

221 0.368582836 0.929559105 0.000912210 -0.008107466 0.536710638 8.728922198 22.365892212 221 The_Tree-164.jpg

222 0.368323896 0.927556776 -0.060853837 0.016515012 0.315211893 8.629137600 22.543106632 222 The_Tree-165.jpg

223 0.018734211 0.031900843 0.779717939 -0.625037039 -0.520320342 9.993525922 22.434166209 223 The_Tree-166.jpg

224 0.056054392 0.075232196 0.770939823 -0.629960166 -1.533460513 10.186318316 23.168664469 224 The_Tree-167.jpg

225 0.328953722 0.667711450 0.596759946 -0.299713920 -0.725942342 10.652698069 19.457566670 225 The_Tree-168.jpg

